Darījuma summa, EUR;Būvju skaits;Būves virszemes stāvu skaits;Būves kopplatība, m2;Būves ekspluatācijas uzsākšanas gads;Būves fiziskais nolietojums, %;Telpu grupas platība, m2;Telpu skaits telpu grupā;Istabu skaits dzīvoklī;Garums;Platums;Telpu grupas vidējais stāvs;Gads;sezona_Pavasaris;sezona_Rudens;sezona_Vasara;sezona_Ziema
3000.0;2;2;206.5;1960;50;46.4;5;2;56.366667;26.183333;2.0;2020;0;1;0;0
8000.0;1;5;2522.6;1973;25;56.3;8;3;56.546389;27.726944;5.0;2020;0;1;0;0
4900.0;1;5;3385.0;1971;25;46.6;7;2;56.366667;26.183333;5.0;2020;0;1;0;0
2800.0;3;2;379.0;1958;40;43.3;5;2;57.1325;27.265833;2.0;2020;0;1;0;0
4000.0;1;3;817.6;1975;35;25.4;4;1;56.546389;27.726944;2.0;2020;0;0;0;1
7500.0;1;5;3616.3;1983;10;46.1;7;2;57.420556;27.048611;5.0;2019;0;0;0;1
8819.51;1;5;3760.7;1987;15;42.4;7;1;57.3125;25.275278;2.0;2019;0;0;0;1
41000.0;1;3;1339.6;1973;20;73.7;10;3;57.3125;25.275278;1.0;2019;0;0;0;1
8891.54;1;5;3760.7;1987;15;42.2;7;1;57.3125;25.275278;5.0;2019;0;0;0;1
5200.0;2;3;562.6;1963;30;48.7;6;2;57.420556;27.048611;3.0;2019;0;0;0;1
26000.0;1;5;3539.0;1977;20;59.8;4;3;56.851111;26.219444;1.0;2020;0;0;0;1
12500.0;1;5;2407.9;1994;0;46.6;6;2;57.420556;27.048611;2.0;2020;0;0;0;1
17000.0;1;5;3502.6;1977;20;59.3;7;3;56.851111;26.219444;1.0;2020;0;0;0;1
4000.0;1;5;1890.6;1980;5;36.1;4;1;57.420556;27.048611;3.0;2020;0;0;0;1
10333.95;1;5;3753.5;1977;20;53.5;7;2;57.511389;24.719167;4.0;2019;0;0;0;1
9000.0;1;3;1815.7;1983;20;67.4;10;3;56.851111;26.219444;2.0;2020;0;0;0;1
21000.0;1;3;1339.6;1973;20;54.8;6;2;57.3125;25.275278;3.0;2020;0;0;0;1
5000.0;1;5;5362.4;1984;15;36.2;5;1;57.420556;27.048611;4.0;2020;0;0;0;1
8000.0;1;4;2672.1;1961;30;41.4;5;2;57.420556;27.048611;2.0;2020;0;0;0;1
3000.0;1;3;1764.9;1989;10;36.5;7;1;57.420556;27.048611;2.0;2020;0;0;0;1
10000.0;1;5;2779.0;1982;10;66.1;8;3;57.511389;24.719167;1.0;2020;0;0;0;1
