Darījuma summa, EUR;Pārdotā zemes kopplatība, m2;Būvju skaits;Būves virszemes stāvu skaits;Būves kopplatība, m2;Būves ekspluatācijas uzsākšanas gads;Būves fiziskais nolietojums, %;Telpu grupas platība, m2;Telpu skaits telpu grupā;Istabu skaits dzīvoklī;Garums;Platums;Telpu grupas vidējais stāvs;Gads;sezona_Pavasaris;sezona_Rudens;sezona_Vasara;sezona_Ziema
15500.0;147.76;1;2;288.1;1891;50.0;35.6;4;2;56.966667;23.153333;1.0;2024;0;0;1;0
35000.0;166.13;3;3;866.3;1968;30.0;47.8;5;2;56.535;21.166111;3.0;2024;0;0;1;0
3150.0;202.44;2;2;184.6;1880;60.0;23.1;1;1;56.966667;23.153333;2.0;2024;0;0;1;0
30000.0;544.93;2;2;312.6;1970;25.0;48.0;9;2;56.666389;22.493611;2.0;2024;0;0;1;0
4007.65;146.93;2;3;260.9;1908;55.0;16.1;2;1;56.966667;23.153333;2.0;2024;1;0;0;0
30000.0;50.61;1;5;3364.0;1967;33.0;53.5;7;3;56.966667;23.153333;1.0;2024;0;0;1;0
13000.0;11.7;1;5;3899.4;1976;25.0;32.8;4;1;56.968611;21.971667;3.0;2024;0;0;1;0
15500.0;74.47;2;2;303.9;1900;65.0;30.3;2;1;56.968611;21.971667;-1.0;2024;0;0;1;0
3400.0;42.84;2;2;471.3;1921;60.0;31.4;3;1;57.246667;22.588611;2.0;2024;0;0;1;0
3685.0;15.94;1;3;1294.7;1961;50.0;28.7;5;1;56.968611;21.971667;3.0;2024;0;0;1;0
10239.41;281.1;4;2;191.3;1890;50.0;60.2;7;3;56.966667;23.153333;2.0;2024;0;0;1;0
12000.0;56.74;1;5;3523.5;1977;15.0;37.7;6;2;56.68;22.568333;5.0;2024;0;0;1;0
18000.0;316.04;2;3;784.3;1945;60.0;40.4;6;2;56.666389;22.493611;1.0;2024;0;0;1;0
7000.0;53.59;1;2;785.7;1898;55.0;37.5;3;2;56.966667;23.153333;2.0;2024;0;0;1;0
10900.0;83.88;1;2;855.4;1970;39.0;28.9;4;1;56.666389;22.493611;2.0;2024;0;0;1;0
1500.0;27.41;1;2;1328.7;1960;33.0;16.9;3;1;57.0375;22.775;2.0;2024;1;0;0;0
8000.0;73.13;1;5;5207.4;1985;31.0;52.1;7;2;56.68;22.568333;3.0;2024;0;0;1;0
28000.0;41.58;1;4;4657.9;1966;20.0;40.5;5;2;56.966667;23.153333;4.0;2024;0;0;1;0
14228.72;59.53;1;6;3123.9;1978;30.0;53.1;7;2;57.246667;22.588611;5.0;2012;0;1;0;0
8000.0;59.84;1;2;197.4;1897;60.0;17.2;3;1;56.968611;21.971667;2.0;2024;0;0;1;0
20000.0;51.44;1;3;1285.6;1962;15.0;28.5;4;1;56.966667;23.153333;1.0;2024;0;0;1;0
5000.0;101.64;1;2;251.8;1870;60.0;24.1;5;1;56.968611;21.971667;2.0;2024;0;0;1;0
41000.0;709.25;5;2;268.3;1958;40.0;59.8;8;2;56.535;21.166111;2.0;2024;0;0;1;0
8878.0;331.4;3;2;479.7;1930;45.0;48.0;5;3;56.666389;22.493611;1.0;2023;0;0;1;0
1714.0;54.77;2;3;254.3;1910;55.0;23.6;3;1;57.246667;22.588611;1.0;2024;0;0;1;0
2547.0;77.15;2;3;254.3;1910;55.0;32.5;3;1;57.246667;22.588611;2.0;2024;0;0;1;0
1000.0;283.06;1;1;262.4;1973;40.0;58.5;7;2;56.966667;23.153333;1.0;2024;0;0;1;0
20000.0;314.22;1;2;286.8;1959;55.0;49.8;10;2;57.246667;22.588611;2.0;2024;0;0;1;0
5000.0;30.55;1;5;2437.6;1969;30.0;26.5;4;1;57.246667;22.588611;5.0;2024;0;0;1;0
2080.0;66.66;2;3;254.3;1910;55.0;28.6;2;1;57.246667;22.588611;1.0;2024;0;0;1;0
2471.0;79.02;2;3;254.3;1910;55.0;34.0;3;1;57.246667;22.588611;1.0;2024;0;0;1;0
